fish_table_id,anem_table_id,"fish_spp","size","fin_id","sample_id","color",cap_id,"recap","tag_id","notes","collector","correction","corr_date","corr_editor","corr_message"
10199,9026,"APCL","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"KAC",NULL,NULL,NULL,NULL
7143,6988,"APPE","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
10200,9027,"APCL","2",NULL,NULL,NULL,NULL,NULL,NULL,"UNREADABLE ON ANEM DATA SHEET, 1252 ON CLOWNFISH DATA SHEET","KAC",NULL,NULL,NULL,NULL
9172,9236,"APCL","3.3",NULL,NULL,"YR",NULL,"N",NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6122,6520,"APCL","8.3","404229","APCL15_404229","YP",NULL,NULL,"985153000404229",NULL,"MRS",NULL,NULL,NULL,NULL
10203,8106,"APPE","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
10204,8108,"APPE","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
7146,6990,"APPE","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
10206,8112,"APCL","9",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
6124,6521,"APCL","6.2","407280","APCL15_407280","YR",NULL,NULL,"985153000407280",NULL,"MRS",NULL,NULL,NULL,NULL
10207,8113,"APPE","10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
7147,6990,"APPE","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
10208,8114,"APCL","10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
2547,2146,"APCL","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
7149,6991,"APPE","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
10212,8121,"APCL"," 1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
7150,6992,"APPE","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
10214,8127,"APCL","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
9184,9224,"APCL","8.7",NULL,NULL,"YP",NULL,"Y","986112100163663",NULL,"MRS",NULL,NULL,NULL,NULL
6128,6525,"APCL","8.6","355444","APCL15_355444","YP",NULL,NULL,"985153000355444",NULL,"MRS",NULL,NULL,NULL,NULL
10215,8129,"APCL","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
7151,6992,"APPE","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
10216,8130,"APCL","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
6130,6527,"APCL","7.4","354420","APCL15_354420","YP",NULL,NULL,"985153000354420",NULL,"MRS",NULL,NULL,NULL,NULL
10219,8134,"APCL","9",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
10220,8135,"APCL","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
5616,3166,"APPE","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
9191,9217,"APCL","9.8",NULL,NULL,"YP",NULL,"Y","986112100163663",NULL,"MRS",NULL,NULL,NULL,NULL
7154,6993,"APFR","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
10222,8137,"APCL","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
9192,9216,"APCL","3.4",NULL,NULL,"YR",NULL,"N",NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6132,6528,"APCL","5.3","64","APCL15_064","YR",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
10223,8138,"APCL","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
7155,6994,"APPE","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
10224,8139,"APCL","8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
6134,6530,"APCL","7.7","356001","APCL15_356001","YP",NULL,NULL,"985153000356001",NULL,"MRS",NULL,NULL,NULL,NULL
10227,8142,"APCL","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
7157,6995,"APPE","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
10228,8143,"APCL","10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
7158,6996,"APCL","6","112","APCL16_112","YR",NULL,"N","985153000407324","Inferred that it was #112 because no other fish had this number.","MRS",NULL,NULL,NULL,NULL
10230,8145,"APCL","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
6136,6532,"APCL","7.7","354270","APCL15_354270","O",NULL,NULL,"985153000354270",NULL,"MRS",NULL,NULL,NULL,NULL
10231,8146,"APCL","8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
7159,6996,"APCL","3",NULL,NULL,"YR",NULL,NULL,NULL,"Inferred that it was #112 because no other fish had this number.","MRS",NULL,NULL,NULL,NULL
10232,8148,"APFR","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
9204,9204,"APCL","2.7",NULL,NULL,"YR",NULL,"N",NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6138,6533,"APCL","5.8","65","APCL15_065","YR",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
10235,8152,"APCL","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
10236,8153,"APCL","10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
5624,3316,"APPE","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
9207,9201,"APCL","3.2",NULL,NULL,"YR",NULL,"N",NULL,NULL,"MRS",NULL,NULL,NULL,NULL
7162,6998,"APCL","8.7","113","APCL16_113","O",NULL,"N","985153000407139",NULL,"MRS",NULL,NULL,NULL,NULL
10238,8155,"APCL","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
9208,9200,"APCL","2.1",NULL,NULL,"YR",NULL,"N",NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6140,6535,"APPE","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
10239,8156,"APCL","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
7163,6998,"APCL","10.5","114","APCL16_114","YP",NULL,"N","985153000404328",NULL,"MRS",NULL,NULL,NULL,NULL
10240,8157,"APCL","12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
7167,7000,"APPE","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
10248,8168,"APCL","9",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
10251,8171,"APCL","10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
10252,8172,"APCL","8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
5632,4068,"APPE","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
9223,9185,"APCL","2.2",NULL,NULL,"YR",NULL,"N",NULL,"RELEASED, WRONG SIZE","MRS",NULL,NULL,NULL,NULL
10254,8174,"APCL","9",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
9224,9184,"APCL","2.6",NULL,NULL,"W",NULL,"N",NULL,"RELEASED, WRONG SIZE","MRS",NULL,NULL,NULL,NULL
6148,6540,"APCL","4.6","67","APCL15_067","W",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
10255,8175,"APCL","9",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
8203,7942,"APCL","7.5","707","APCL16_707","O",NULL,"N","985153000371995",NULL,"MRS",NULL,NULL,NULL,NULL
10256,8176,"APCL","11",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
6150,6542,"APCL","8.1","356778","APCL15_356778","O",NULL,NULL,"985153000356778",NULL,"MRS",NULL,NULL,NULL,NULL
10259,8179,"APCL","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
5124,3059,"APPE","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
8207,7943,"APCL","6.4","711","APCL16_711","YR",NULL,"N","985153000354530",NULL,"MRS",NULL,NULL,NULL,NULL
7173,7002,"APCL","2",NULL,NULL,"YR",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
10260,8187,"APCL"," 4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
7174,7003,"APPE","9",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
10262,8190,"APPE"," 4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
6152,6544,"APCL","4.6","68","APCL15_068","W",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
10263,8191,"APCL"," 4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
8211,7949,"APCL","5.9","713","APCL16_713","YR",NULL,"N","985153000362909",NULL,"MRS",NULL,NULL,NULL,NULL
7175,7003,"APPE","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
10264,8192,"APCL"," 2",NULL,NULL,NULL,NULL,NULL,NULL,"BLACK, APSA 2, APPE 3","MLP",NULL,NULL,NULL,NULL
6154,6545,"APCL","5.7","69","APCL15_069","W",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
10267,8197,"APCL"," 12",NULL,NULL,NULL,NULL,NULL,NULL,"BLACK","MLP",NULL,NULL,NULL,NULL
5128,4132,"APPE","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
8215,7951,"APCL","3",NULL,NULL,"YR",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
10268,8198,"APPE"," 4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
7178,7006,"APPE","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
10270,8201,"APPE"," 5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
9240,9168,"APCL","3.4",NULL,NULL,"YR",NULL,"N",NULL,"RELEASED, WRONG SIZE","MRS",NULL,NULL,NULL,NULL
6156,6546,"APCL","8.8","373231","APCL15_373231","O",NULL,NULL,"985153000373231",NULL,"MRS",NULL,NULL,NULL,NULL
10271,8205,"APPE"," 4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5130,4103,"APCL","9",NULL,NULL,"YP",NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
8219,7954,"APCL","4.2","719","APCL16_719","W",NULL,"N",NULL,NULL,"MRS",NULL,NULL,NULL,NULL
7179,7007,"APPE","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
10272,8206,"APPE"," 6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5132,2860,"APOC","4",NULL,NULL,NULL,NULL,NULL,NULL,"JAH unsure of anem species, plate with swollen white tips","JAH",NULL,NULL,NULL,NULL
8223,7958,"APCL","5.5","722","APCL16_722","YR",NULL,"N","985153000364038",NULL,"MRS",NULL,NULL,NULL,NULL
2563,2154,"APCL","4.5",NULL,NULL,NULL,NULL,NULL,NULL,"Didn't catch","MRS",NULL,NULL,NULL,NULL
7181,7008,"APCL","7.3","118","APCL16_118","O",NULL,"N","985153000400989","Pit scanner says 410949 was misread by Michelle and is actually 400989, next scan is 407421","MRS",NULL,NULL,NULL,NULL
10276,8211,"APPE"," 3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
7182,7008,"APCL","6.8","119","APCL16_119","YR",NULL,"N","985153000407421","Pit scanner says 410949 was misread by Michelle and is actually 400989, next scan is 407421","MRS",NULL,NULL,NULL,NULL
10278,8213,"APPE"," 5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
6160,6550,"APCL","9.3","355518","APCL15_355518","Y",NULL,NULL,"985153000355518",NULL,"MRS",NULL,NULL,NULL,NULL
10279,8214,"APCL"," 10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
7183,7008,"APCL","3",NULL,NULL,NULL,NULL,NULL,NULL,"Pit scanner says 410949 was misread by Michelle and is actually 400989, next scan is 407421","MRS",NULL,NULL,NULL,NULL
10280,8215,"APCL"," 10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
6162,6552,"APCL","9.7","370033","APCL15_370033","YP",90,NULL,"985153000370033",NULL,"MRS",NULL,NULL,NULL,NULL
10283,8219,"APPE"," 2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5136,3471,"APPE","2.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
8231,7962,"APCL","4.7","726","APCL16_726","YR",NULL,"N",NULL,NULL,"MRS",NULL,NULL,NULL,NULL
10284,8220,"APPE"," 3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5648,4690,"APPE","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
9255,9153,"APCL","2.8",NULL,NULL,"YR",NULL,"N",NULL,NULL,"MRS",NULL,NULL,NULL,NULL
7186,7011,"APCL","4.3","120","APCL16_120","YR",NULL,"N",NULL,NULL,"MRS",NULL,NULL,NULL,NULL
10286,8223,"APPE"," 6",NULL,NULL,NULL,NULL,NULL,NULL,"REPEAT OBSV FROM 5/18","MLP",NULL,NULL,NULL,NULL
6164,6554,"APCL","8.9","354107","APCL15_354107","O",NULL,NULL,"985153000354107",NULL,"MRS",NULL,NULL,NULL,NULL
10287,8226,"APCL"," 2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5138,3238,"APPE","6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
8235,7965,"APCL","4","728","APCL16_728","W",NULL,"N",NULL,NULL,"MRS",NULL,NULL,NULL,NULL
7187,7011,"APCL","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
10288,8230,"APPE"," 1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
9260,9148,"APCL","9.4",NULL,NULL,"O",NULL,"Y","986112100172294","unsure of anemone id","MRS",NULL,NULL,NULL,NULL
6166,6555,"APCL","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
10291,8237,"APPE"," 4",NULL,NULL,NULL,NULL,NULL,NULL,"REPEAT OBSV FROM 5/18","MLP",NULL,NULL,NULL,NULL
5140,4778,"APCL","8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
8239,7966,"APOC","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
7189,7013,"APCL","9.2","121","APCL16_121","YP",NULL,"N","985153000352306",NULL,"MRS",NULL,NULL,NULL,NULL
10292,8238,"APPE"," 8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
7190,7013,"APCL","8.8","122","APCL16_122","O",NULL,"N","985153000406307",NULL,"MRS",NULL,NULL,NULL,NULL
10294,8240,"APCL"," 8",NULL,NULL,NULL,NULL,NULL,NULL,"APFR 2","MLP",NULL,NULL,NULL,NULL
9264,9144,"APCL","9.8",NULL,NULL,"O",NULL,"Y","985153000374351",NULL,"MRS",NULL,NULL,NULL,NULL
6168,6557,"APCL","9.1","372981","APCL15_372981","O",89,NULL,"985153000372981",NULL,"MRS",NULL,NULL,NULL,NULL
10295,8241,"APPE"," 4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
8243,7968,"APOC","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
7191,7014,"APCL","2",NULL,NULL,"BW",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
10296,8243,"APCL"," 3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
6170,6558,"APCL","8.6","354327","APCL15_354327","O",NULL,NULL,"985153000354327",NULL,"MRS",NULL,NULL,NULL,NULL
10299,8247,"APCL"," 10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5144,3267,"APCL","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
8247,7971,"APCL","1",NULL,NULL,"YR",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
10300,8248,"APPE"," 3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
7194,7018,"APCL","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
10302,8251,"APPE"," 6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
9272,9136,"APCL","9.6",NULL,NULL,"O",NULL,"Y","985153000407635","captured this fish at 14:08 and recaptured at 14:44","MRS",NULL,NULL,NULL,NULL
6172,6559,"APCL","8.8","372487","APCL15_372487","O",NULL,NULL,"985153000372487",NULL,"MRS",NULL,NULL,NULL,NULL
10303,8252,"APCL"," 8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
5146,2992,"APOC","5",NULL,NULL,NULL,NULL,NULL,NULL,"EGGS UNDER ANEMONE","MRS",NULL,NULL,NULL,NULL
8251,7975,"APCL","3",NULL,NULL,"YR",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
7195,7019,"APCL","11.1","125","APCL16_125","YP",NULL,"N","985153000407175",NULL,"MRS",NULL,NULL,NULL,NULL
10304,8253,"APCL"," 9",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
7198,7020,"APPE","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
10310,8261,"APCL","10",NULL,NULL,NULL,NULL,NULL,NULL,"This anem tag was added on this dive but not recorded by the anem surveyor, fish collector recorded anem closest to fish basket.","MRS",NULL,NULL,NULL,NULL
9280,9128,"APCL","9.5",NULL,NULL,"O",NULL,"Y","985153000407635",NULL,"MRS",NULL,NULL,NULL,NULL
6176,6562,"APCL","8.5","369437","APCL15_369437","O",NULL,NULL,"985153000369437",NULL,"MRS",NULL,NULL,NULL,NULL
10311,8262,"APCL"," 6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"KAC/MLP",NULL,NULL,NULL,NULL
7199,7021,"APPE","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
10312,8264,"APCL","10",NULL,NULL,NULL,NULL,NULL,NULL,"This anem tag was not recorded by the anem surveyor during this dive, fish collector recorded anem closest to fish basket.","MRS",NULL,NULL,NULL,NULL
6178,6562,"APCL","9.2","369053","APCL15_369053","YR",NULL,NULL,"985153000369053",NULL,"MRS",NULL,NULL,NULL,NULL
10315,8268,"APPE","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"KAC/MLP",NULL,NULL,NULL,NULL
5152,3253,"APCL","7",NULL,NULL,"O",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
8263,7980,"APCL","2",NULL,NULL,"W",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
10316,8269,"APCL","9",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"KAC/MLP",NULL,NULL,NULL,NULL
5664,4915,"APPE","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
9287,9121,"APCL","10.8",NULL,NULL,"YP",NULL,"N",NULL,"escaped before I could take a fin clip or insert PIT tag, did scan, not recapture","MRS",NULL,NULL,NULL,NULL
7202,7023,"APCL","10.3","126","APCL16_126","O",NULL,"N","985153000400619","Black bodied clownfish","MRS",NULL,NULL,NULL,NULL
10318,8271,"APPE","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"KAC/MLP",NULL,NULL,NULL,NULL
6180,6564,"APCL","7","355605","APCL15_355605","O",NULL,NULL,"985153000355605",NULL,"MRS",NULL,NULL,NULL,NULL
10319,8272,"APPE","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"KAC/MLP",NULL,NULL,NULL,NULL
5154,5242,"APPE","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
8267,7982,"APCL","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
7203,7024,"APPE","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
10320,8273,"APCL","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"KAC/MLP",NULL,NULL,NULL,NULL
6182,6566,"APCL","5.8","73","APCL15_073","YR",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
10323,8276,"APPE","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"KAC/MLP",NULL,NULL,NULL,NULL
5156,2891,"APCL","1",NULL,NULL,NULL,NULL,NULL,NULL,"TINY!","JAH",NULL,NULL,NULL,NULL
8271,7983,"APOC","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
7205,7025,"APCL","9.6","128","APCL16_128","YP",NULL,"N","985153000401582",NULL,"MRS",NULL,NULL,NULL,NULL
10324,8277,"PRBI","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"KAC/MLP",NULL,NULL,NULL,NULL
7206,7025,"APCL","5",NULL,NULL,"YR",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
10326,8281,"APPE","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"KAC/MLP",NULL,NULL,NULL,NULL
9296,9112,"APCL","11.3",NULL,NULL,"O",NULL,"Y","985153000363537",NULL,"MRS",NULL,NULL,NULL,NULL
6184,6568,"APCL","4.4","74","APCL15_074","YR",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
10327,8282,"APCL","9",NULL,NULL,NULL,NULL,NULL,NULL,"1 APPE, 2cm","KAC/MLP",NULL,NULL,NULL,NULL
8275,7985,"APPE","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
7207,7026,"APCL","8",NULL,NULL,"O",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
10328,8283,"APPE","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"KAC/MLP",NULL,NULL,NULL,NULL
9300,9108,"APCL","10.8",NULL,NULL,"O",NULL,"Y","985153000404867",NULL,"MRS",NULL,NULL,NULL,NULL
6186,6570,"APCL","5.1","75","APCL15_075","W",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
10331,8287,"APPE","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"KAC/MLP",NULL,NULL,NULL,NULL
5160,3352,"APPE","6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
8279,7987,"APCL","7.1","745","APCL16_745","YP",NULL,"N","985153000354147",NULL,"MRS",NULL,NULL,NULL,NULL
10332,8288,"APPE","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"KAC/MLP",NULL,NULL,NULL,NULL
7210,7028,"APCL","8",NULL,NULL,"O",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
10334,8291,"APCL","6",NULL,NULL,NULL,NULL,NULL,NULL,"1 APPE, 1cm; black APCL was not caught, 10cm, not sure which anemone but might be this one","KAC/MLP",NULL,NULL,NULL,NULL
9304,9104,"APCL","2.4",NULL,NULL,"W",NULL,"N",NULL,"this fish wouldn't leave the processing area, put on anem 2487","MRS",NULL,NULL,NULL,NULL
6188,6572,"APCL","4.4","76","APCL15_076","W",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
10335,8292,"APCL","4",NULL,NULL,NULL,NULL,NULL,NULL,"1 APPE, didnt catch the clarkii so no anem ID written down","KAC/MLP",NULL,NULL,NULL,NULL
8283,7988,"APFR","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
7211,7028,"APCL","8",NULL,NULL,"YP",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
10336,8293,"APPE","6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"KAC",NULL,NULL,NULL,NULL
5164,2648,"APFR","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
8287,7989,"APCL","3.9","749","APCL16_749","YR",NULL,"N",NULL,NULL,"MRS",NULL,NULL,NULL,NULL
2579,2161,"APCL","0.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
7213,7028,"APCL","3",NULL,NULL,"YR",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
10340,8297,"APPE","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"KAC",NULL,NULL,NULL,NULL
7725,7403,"APCL","8.1","370","APCL16_370","O",NULL,"N","985153000354705",NULL,"MRS",NULL,NULL,NULL,NULL
5676,5084,"APPE","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
9311,9097,"APCL","2.5",NULL,NULL,"YR",NULL,"N",NULL,"this fish wouldn't leave the processing area, put on anem 2487","MRS",NULL,NULL,NULL,NULL
7214,7029,"APPE","9",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
