fish_table_id,anem_table_id,"fish_spp","size","fin_id","sample_id","color",cap_id,"recap","tag_id","notes","collector","correction","corr_date","corr_editor","corr_message"
477,391,"APPE","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
3823,3439,"APCL","8",NULL,NULL,"O",NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
478,392,"APPE","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
3831,3416,"APCL","10",NULL,NULL,"YP",NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
479,393,"APPE","6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
3839,3160,"APCL","3",NULL,NULL,"W",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
480,393,"APPE","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
3847,4631,"APCL","10",NULL,NULL,"O",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
481,394,"APPE","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
3855,3324,"APCL","6",NULL,NULL,"YR",NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
482,395,"APPE","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
3863,3292,"APCL","5",NULL,NULL,"YR",NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
483,396,"APFR","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
3871,3261,"APCL","6",NULL,NULL,"YR",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
484,396,"APFR","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
3879,3216,"APCL","8",NULL,NULL,"O",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
485,398,"APCL","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
3887,3179,"APCL","12",NULL,NULL,"YP",NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
486,398,"APCL","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
3895,3095,"APCL","11",NULL,NULL,"YP",NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
488,400,"APCL","4.2","237","APCL12_237","Y",NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
3911,3004,"APCL","7",NULL,NULL,"O",NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
489,401,"APCL","8.6","238","APCL12_238","O",NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
3919,2952,"APCL","1.5",NULL,NULL,"Y",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
490,402,"APCL","9.8","239","APCL12_239","Y",NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
3927,2916,"APCL","7",NULL,NULL,"Y",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
491,405,"APCL","8.9","240","APCL12_240","O",NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
3935,2896,"APCL","10",NULL,NULL,"Y",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
492,405,"APCL","10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
3943,2870,"APCL","7",NULL,NULL,"YP",NULL,NULL,NULL,"HAS A CAVE TO HIDE","JAH",NULL,NULL,NULL,NULL
493,406,"APOC","6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
3951,2849,"APCL","7",NULL,NULL,"YR",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
494,406,"APOC","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
3959,2816,"APCL","3",NULL,NULL,"YR",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
495,407,"APOC","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
3967,2783,"APCL","9",NULL,NULL,"O",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
496,407,"APOC","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
3975,2758,"APCL","12",NULL,NULL,"YP",NULL,NULL,NULL,"MAYBE EGGS","JAH",NULL,NULL,NULL,NULL
497,408,"APOC","6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
3983,2735,"APCL","4",NULL,NULL,"W",NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
498,408,"APOC","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
3991,2693,"APCL","7",NULL,NULL,"YR",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
499,408,"APOC","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
3999,2662,"APCL","8",NULL,NULL,"O",NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
500,409,"APCL","11.2","241","APCL12_241","O",NULL,NULL,NULL,"#241 had an all-orange tail","MLP",NULL,NULL,NULL,NULL
4007,3271,"APCL","3.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
501,413,"APCL","8","242","APCL12_242","O",NULL,NULL,NULL,"Visca2 temperature logger","MLP",NULL,NULL,NULL,NULL
4015,3271,"APCL","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
502,413,"APCL","10.3","243","APCL12_243","Y",NULL,NULL,NULL,"Visca2 temperature logger","MLP",NULL,NULL,NULL,NULL
4023,4828,"APSA","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
504,414,"APCL","8.5","244","APCL12_244","Y",NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
4039,3214,"APCL","4",NULL,NULL,NULL,NULL,NULL,NULL,"THE 4CM APCL HAD AN ORANGE BODY BUT THE REST HAD BLACK BODIES","MRS",NULL,NULL,NULL,NULL
505,416,"APCL","8.9","245","APCL12_245","O",NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
4047,3059,"APPE","3.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
506,416,"APCL","7.9","246","APCL12_246","O",NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
4055,4972,"APCL","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
507,416,"APCL","9.3","247","APCL12_247","O",NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
4063,4972,"APCL","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
508,419,"APPE","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
4071,4894,"APPE","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
509,420,"APPE","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
4079,4814,"APCL","4",NULL,NULL,"YR",NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
510,421,"APPE","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
4087,3700,"APCL","3.5",NULL,NULL,"Y",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
511,423,"APCL","4.5","248","APCL12_248","Y",NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
4095,4680,"APFR","10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
4110,4252,"APPE","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
4118,3947,"APCL","5",NULL,NULL,"YR",NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
4126,3318,"APPE","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
4134,3259,"APPE","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
4142,2886,"APCL","3",NULL,NULL,NULL,NULL,NULL,NULL,"M ALREADY HERE?","JAH",NULL,NULL,NULL,NULL
4150,4424,"APPE","8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
2062,1859,"APCL","10.1","97","APCL14_097","YP",NULL,NULL,NULL,"Seems unlikely that both of the large YPs are really from this anemone.","MLP",NULL,NULL,NULL,NULL
518,433,"APPE","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
4145,3165,"APPE","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
4158,2860,"APOC","6",NULL,NULL,NULL,NULL,NULL,NULL,"JAH unsure of anem species, plate with swollen white tips","JAH",NULL,NULL,NULL,NULL
4174,6231,"APPE","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
4182,4720,"APCL","11",NULL,NULL,"O",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
4190,6091,"APPE","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
2,1,"APCL","11",NULL,NULL,NULL,NULL,NULL,NULL,"Any size for a fish that wasn't collected is VERY approximate, since not measured. Sizes are measured to the notch in the tail, not the tips.","MLP",NULL,NULL,NULL,NULL
8200,7942,"APCL","5.3","704","APCL16_704","YR",NULL,"N","985153000356731",NULL,"MRS",NULL,NULL,NULL,NULL
4206,4997,"APPE","8",NULL,NULL,NULL,NULL,NULL,NULL,"VERY PINK HECR","PHF",NULL,NULL,NULL,NULL
4214,3323,"APPE","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
4238,4881,"APCL","8",NULL,NULL,"O",NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
4246,4867,"APOC","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
4254,4818,"APOC","9",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
4270,4564,"APCL","5",NULL,NULL,"BW",NULL,NULL,NULL,NULL,"PHF",NULL,NULL,NULL,NULL
4286,4704,"APFR","8",NULL,NULL,NULL,NULL,NULL,NULL,"TOOK VIDEO (MICR0078)","MRS",NULL,NULL,NULL,NULL
4302,4634,"APFR","15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
4310,4615,"APFR","15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
4318,4294,"APPE","6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PHF",NULL,NULL,NULL,NULL
4342,3855,"APCL","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
4366,3444,"APOC","8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
4374,4773,"APCL","4",NULL,NULL,"YR",NULL,NULL,NULL,"JAH observed the same anemone on dive 9 and 22, the 4cm could be the same fish","JAH",NULL,NULL,NULL,NULL
4382,4895,"APPE","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
4398,4697,"APFR","9",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
4406,3277,"APPE","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
2190,1921,"APFR","4",NULL,NULL,NULL,NULL,NULL,NULL,"very red anemone","MRS",NULL,NULL,NULL,NULL
6435,6670,"APFR","8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
4414,3252,"APPE","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
4430,3183,"APPE","6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
4438,3167,"APPE","4",NULL,NULL,NULL,NULL,NULL,NULL,"This anemone was already tagged and had one tag left, but couldn't read it.","G_S",NULL,NULL,NULL,NULL
4446,3136,"APPE","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
4462,3628,"APCL","6",NULL,NULL,"YR",NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
4470,5918,"APCL","7",NULL,NULL,"O",NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
4494,3373,"APPE","8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
4502,2772,NULL,"9",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
4510,2898,"APPE","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
4526,2661,"APCL","4",NULL,NULL,NULL,NULL,NULL,NULL,"anem tag 736 not useable","MRS",NULL,NULL,NULL,NULL
4534,4682,"APCL","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
2254,1963,"APCL","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6563,6725,"APCL","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
4542,6228,"APOC","9",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
4558,4185,"APCL","1",NULL,NULL,"W",NULL,NULL,NULL,NULL,"PHF",NULL,NULL,NULL,NULL
4566,4942,"APCL","5",NULL,NULL,"YR",NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
4574,3299,"APCL","9",NULL,NULL,"O",NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
4590,2767,"APFR","10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
4598,4650,"APFR","9",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
4622,5299,"APCL","10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
4630,5205,"APCL","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
1161,1176,"APPE","1",NULL,NULL,NULL,NULL,NULL,NULL,"Stopped filling in depths between measured depths. Better to do this with a script and keep the original data obvious.","MLP",NULL,NULL,NULL,NULL
289,268,"APCL","1.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
2319,2001,"APCL","9",NULL,NULL,NULL,NULL,NULL,NULL,"largest fish hiding in rubble, wouldn't come out","MRS",NULL,NULL,NULL,NULL
6693,6783,"APCL","9.2","368961","APCL15_368961","YP",NULL,NULL,"985153000368961",NULL,"MRS",NULL,NULL,NULL,NULL
4638,3046,"APCL","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
1163,1177,"APCL","8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
4654,4997,"APPE","6",NULL,NULL,NULL,NULL,NULL,NULL,"VERY PINK HECR","PHF",NULL,NULL,NULL,NULL
1167,1180,"APCL","5","320","APCL13_320","Y",NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
18,9,"APCL","8",NULL,NULL,NULL,NULL,NULL,NULL,"Set temperature logger Visca2 (#10127427) 1m to N in a hole amid branching corals","MLP",NULL,NULL,NULL,NULL
9222,9186,"APCL","2.3",NULL,NULL,"YR",NULL,"N",NULL,"RELEASED, WRONG SIZE","MRS",NULL,NULL,NULL,NULL
1159,1175,"APCL","7.8","317","APCL13_317","O",NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
4662,4986,"APFR","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
2318,2001,"APCL","3",NULL,NULL,NULL,NULL,NULL,NULL,"largest fish hiding in rubble, wouldn't come out","MRS",NULL,NULL,NULL,NULL
6691,6782,"APCL","8.3","372099","APCL15_372099","YP",107,NULL,"985153000372099","EGGS GOT INTO THE VIAL, THE FEMALE EJECTED EGGS WHEN PIERCED.","MRS",NULL,NULL,NULL,NULL
1169,1182,"APPE","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
9354,9054,"APCL","2.9",NULL,NULL,"YR",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
291,270,"APPE","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
2335,2009,"APCL","10.2","170","APCL14_170","Y",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6725,6463,"APPE","4.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
4670,4974,"APPE","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
1171,1182,"APPE","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
4686,2649,"APFR","13",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
1175,1184,"APPE","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
9402,8984,"APPE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"KAC",NULL,NULL,NULL,NULL
4694,4930,"APPE","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
1177,1185,"APPE","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
9418,8934,"APCL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"KAC",NULL,NULL,NULL,NULL
293,271,"APPE","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
2351,2015,"APCL","2.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6757,6661,"APPE","2.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
4702,5037,"APPE","6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
1179,1186,"APOC","6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
9434,8903,"APCL","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"KAC",NULL,NULL,NULL,NULL
4718,4071,"APCL","8",NULL,NULL,"YP",NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
1183,1191,"APCL","5.7","324","APCL13_324","YP",NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
9466,8842,"APFR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"KAC",NULL,NULL,NULL,NULL
4726,4597,"APFR","15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
1185,1192,"APCL","7","326","APCL13_326","YP",NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
9482,8809,"APCL","5",NULL,NULL,NULL,NULL,NULL,NULL,"3 APPE","KAC",NULL,NULL,NULL,NULL
295,271,"APPE","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
2367,2024,"APCL","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
6789,6747,"APPE","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
4750,4134,"APPE","10",NULL,NULL,NULL,NULL,NULL,NULL,"ONLY ONE ANEM TAG","PHF",NULL,NULL,NULL,NULL
1191,1196,"APCL","3.9","327","APCL13_327","YR",NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
9530,8684,"APCL","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
4758,4807,"APPE","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
1193,1196,"APCL","9",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
9546,8636,"APPE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"KAC",NULL,NULL,NULL,NULL
297,273,"APPE","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
2383,2037,"APCL","5.7","192","APCL14_192","Y",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
4766,4680,"APFR","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
1195,1197,"APPE","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
9562,8595,"APPE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"KAC",NULL,NULL,NULL,NULL
4782,4764,"APCL","8",NULL,NULL,"O",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
1199,1200,"APPE","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
9594,8488,"APPE","7.6.4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"KAC",NULL,NULL,NULL,NULL
4798,3270,"APCL","11",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
1203,1202,"APPE","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
9626,8364,"APCL","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"KAC",NULL,NULL,NULL,NULL
4814,3321,"APCL","5",NULL,NULL,"YR",NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
1207,1205,"APCL","7.1","331","APCL13_331","YP",NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
9658,8228,"APCL","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
4822,4699,"APFR","12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
1209,1206,"APPE","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
9674,8180,"APPE","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
301,275,"APCL","6.4","129","APCL12_129",NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
2415,2056,"APFR","8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
4830,4677,"APPE","9",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
1211,1207,"APPE","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
9690,8107,"APPE","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
4846,4633,"APCL","12",NULL,NULL,"YP",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
1215,1210,"APPE","8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
9722,8144,"APCL","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
4854,3379,"APCL","7",NULL,NULL,"YP",NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
1217,1211,"APCL","4","336","APCL13_336","W",NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
9738,8165,"APCL","9",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
303,276,"APCL","7.2","131","APCL12_131","O",NULL,NULL,NULL,"#130 had a yellow tail, #131 had orange edges","MLP",NULL,NULL,NULL,NULL
2431,2065,"APCL","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
4878,5021,"APPE","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PHF",NULL,NULL,NULL,NULL
4886,4598,"APFR","6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"JAH",NULL,NULL,NULL,NULL
1225,1216,"APCL","2.5","342","APCL13_342","YR",NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
9802,8259,"APPE","6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
305,278,"APCL","8.3","133","APCL12_133","Y",16,NULL,NULL,"In a 0.5m block of rubble. #132 was orange-edged tail, #133 and #134 were yellow.","MLP",NULL,NULL,NULL,NULL
2447,2074,"APCL","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
4894,4511,"APCL","10",NULL,NULL,"YP",NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
1227,1218,"APCL","7.5","343","APCL13_343","O",NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
9818,8278,"APPE","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"KAC/MLP",NULL,NULL,NULL,NULL
4910,3931,"APCL","10",NULL,NULL,"O",NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
1231,1220,"APCL","5.8","346","APCL13_346","W",NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
9850,8317,"APCL","10",NULL,NULL,NULL,NULL,NULL,NULL,"eggs!","KAC",NULL,NULL,NULL,NULL
19,10,"APCL","7.6","6","APCL12_006",NULL,NULL,NULL,NULL,"#6 and #8 may be swapped. Not sure if I misread the number. However, size of fin clips suggest this is #6.","MLP",NULL,NULL,NULL,NULL
9734,8159,"APCL","9",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"G_S",NULL,NULL,NULL,NULL
1223,1213,"APCL","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
9786,8239,"APCL","6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MLP",NULL,NULL,NULL,NULL
4918,4341,"APCL","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
2446,2074,"APCL","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL
